MessageDate,arbitrarytext,coin,difficulty,height,minedat,orphanedyn,paidoutat,poolcode,reward,size,txcount,wallet,
2018-11-23,/coingeek.com/hp,BSP,482273572895.3896,557847,2018-11-23 10:00:21.14785+00,f,2018-11-23 10:35:37.12043+00,CG-BSP,12.50147501,0,1,1HyVj7fZiHcwvGkyVuBdHCZHVQdvVtwZvj,
2019-01-06,/coingeek.com/lk,BSP,131301387471.46007,563565,2019-01-03 03:45:35.41666+00,f,,CG-BSP,12.52841824,0,1,1MNRjZvmz1wySaQQmnyL6AgszZHxfQxW2q,
2018-11-21,/coingeek.com/hp,BSV,561358158056.576,557553,2018-11-21 06:04:28.58921+00,f,2018-11-21 16:01:22.25853+00,CG-BSV,12.50010081,1396,1,1HyVj7fZiHcwvGkyVuBdHCZHVQdvVtwZvj,
2018-12-09,ISBNB5OPSC,BSP,187923133264.22183,560044,2018-12-09 08:29:44.22662+00,f,2018-12-09 09:02:02.85649+00,ANON-BSP,12.50042848,0,1,1DrNXqCj2B8FKyx66RAWDkiEJhw2yrvhT3,
2018-11-21,/coingeek.com/g1f,BSP,568973370232.0709,557630,2018-11-21 19:30:46.95032+00,f,2018-11-21 20:28:39.39272+00,CG-BSP,12.50447004,434793,1,1QDYkB3uDAcebj3jfLZMQE6rAeV9xApKsV,
2018-11-25,/coingeek.com/hp,BSV,341827220971.2623,557370,2018-11-20 07:30:02.43802+00,f,2018-11-21 15:52:43.46065+00,CG-BSV,12.50181514,180498,933,1HyVj7fZiHcwvGkyVuBdHCZHVQdvVtwZvj,
2018-11-25,mmajq1zs9,BTC,6653303141405.96,551400,2018-11-25 01:22:35.1068+00,f,2018-11-25 02:02:42.44587+00,BMG-BTC,12.59781008,441405,1028,1CAUceRNgaAat55wKJJsJRohKvP57ocFim,
2018-12-11,/bmgpool.com/1dk,BSP,170221171966.4742,560403,2018-12-11 23:07:46.45726+00,f,2018-12-11 23:55:26.89792+00,CG-BMG-BSP-MIXUP,12.50027502,0,1,1DkmRkb5iQFkDu4NBysog5bugnsyx7kwtn,
2018-12-02,ISBNB5OPSC,BSP,200168049686.9275,559137,2018-12-02 23:26:05.18838+00,f,2018-12-02 23:55:16.76282+00,ANON-BSP,12.50121376,0,1,1DrNXqCj2B8FKyx66RAWDkiEJhw2yrvhT3,
2018-11-24,/coingeek.com/hp,BSP,379160893519.8544,558034,2018-11-24 19:03:16.38223+00,f,2018-11-24 19:46:59.83405+00,CG-BSP,12.50015969,0,1,1HZttiVk4HikBAHnpdoV7DHKkD69JQH98o,
2018-11-23,/coingeek.com/hp,BSP,512205052113.67834,557801,2018-11-23 00:47:52.16539+00,f,2018-11-23 01:42:37.18581+00,CG-BSP,12.50023010,0,1,14mnwRBbt1UstJzunnepRA41k8iP6iH2x6,
2018-11-25,/bmgpool.com/sdt,BSV,349997787641.6509,557478,2018-11-20 19:54:52.89798+00,f,2018-11-21 15:58:07.64235+00,BMG-BSV,12.50013377,10202,1,12UEsubEv9AvYzopMZQDUuiE274cN7zdEG,
2018-12-23,/coingeek.com/g1f,BSP,149357529337.76666,561931,2018-12-22 17:34:49.17265+00,f,,CG-BSP,12.50024768,0,1,1QDYkB3uDAcebj3jfLZMQE6rAeV9xApKsV,
2018-11-21,/coingeek.com/hp,BSV,574471179583.1984,557613,2018-11-21 16:15:10.82146+00,f,2018-11-21 16:30:57.18342+00,CG-BSV,12.50135853,35872,1,1HZttiVk4HikBAHnpdoV7DHKkD69JQH98o,
2018-11-23,/coingeek.com/hp,BSP,433479886218.3276,557901,2018-11-23 21:09:14.56659+00,f,2018-11-23 22:36:02.18879+00,CG-BSP,12.50000000,0,1,1HZttiVk4HikBAHnpdoV7DHKkD69JQH98o,
2018-11-25,/coingeek.com/hp,BSV,438385175498.27313,557235,2018-11-19 03:03:01.70801+00,f,2018-11-21 15:47:03.99091+00,CG-BSV,12.54065973,4043325,21098,1HZttiVk4HikBAHnpdoV7DHKkD69JQH98o,
2018-11-21,/coingeek.com/g1f,BSP,555747044326.9562,557653,2018-11-21 22:27:06.72762+00,f,2018-11-21 23:16:27.61637+00,CG-BSP,12.50010288,6214,1,1QDYkB3uDAcebj3jfLZMQE6rAeV9xApKsV,
2018-11-25,/coingeek.com/hp,BSV,529640233787.34094,557532,2018-11-21 03:58:08.31453+00,f,2018-11-21 16:00:31.582+00,CG-BSV,12.50030713,17174,1,1HZttiVk4HikBAHnpdoV7DHKkD69JQH98o,
2018-11-25,/coingeek.com/hp,BSP,483153150278.9374,557852,2018-11-23 10:35:29.59031+00,f,2018-11-23 11:35:54.82037+00,CG-BSP,12.50177001,0,1,1HZttiVk4HikBAHnpdoV7DHKkD69JQH98o,
2018-11-25,/coingeek.com/hp,BSP,371524813487.63666,558011,2018-11-24 15:27:12.96412+00,f,2018-11-24 16:48:50.85723+00,CG-BSP,12.50002080,0,1,1HZttiVk4HikBAHnpdoV7DHKkD69JQH98o,
2018-12-16,/coingeek.com/g1f,BSP,148080662318.76944,561073,2018-12-16 17:51:55.67788+00,f,2018-12-16 18:42:33.85739+00,CG-BSP,12.50041394,0,1,1QDYkB3uDAcebj3jfLZMQE6rAeV9xApKsV,
2018-12-30,mmajq1zs9,BTC,5106422924659.822,555382,2018-12-25 06:59:02.94869+00,f,,BMG-BTC,12.56949230,649058,1446,1CAUceRNgaAat55wKJJsJRohKvP57ocFim,
2018-11-25,/coingeek.com/hp,BSP,408104112538.79706,558094,2018-11-25 05:12:09.81862+00,f,2018-11-25 05:59:39.19857+00,CG-BSP,12.50021735,0,1,1HZttiVk4HikBAHnpdoV7DHKkD69JQH98o,
2018-12-23,ISBNB5OPSC,BSP,159452300345.87332,562089,2018-12-23 19:23:21.32621+00,f,,ANON-BSP,12.50007159,0,1,1DrNXqCj2B8FKyx66RAWDkiEJhw2yrvhT3,
2018-12-23,rr6f5kha0m,BTC,5106422924659.822,555143,2018-12-23 18:52:17.08337+00,f,,CG-BTC,12.63930705,1220777,3081,1AEHme2G7TfWZp6LRJaziN7RdjrMdrX9VQ,
2018-12-12,ISBNB5OPSC,BSP,191923414747.0732,560504,2018-12-12 13:40:36.44983+00,f,2018-12-12 14:35:57.07312+00,ANON-BSP,12.50013634,0,1,1DrNXqCj2B8FKyx66RAWDkiEJhw2yrvhT3,
2018-11-25,/coingeek.com/g1f,BSP,555747044326.9562,557653,2018-11-21 22:27:06.72762+00,f,2018-11-21 23:16:27.61637+00,CG-BSP,12.50010288,6214,1,1QDYkB3uDAcebj3jfLZMQE6rAeV9xApKsV,
2018-12-24,ISBNB5OPSC,BSP,154260226769.4979,562143,2018-12-24 04:08:54.61161+00,f,,ANON-BSP,12.50124966,0,1,1DrNXqCj2B8FKyx66RAWDkiEJhw2yrvhT3,
2018-12-16,rrzskpkhxglp,BTC,5646403851534.721,553564,2018-12-12 21:03:01.62136+00,f,2018-12-12 22:14:11.39052+00,CG-BTC-TEMP,12.86209086,1285519,2706,1BDKvVwu1Gc3cpmF5vwboa3P3be2GLv5a1,
2018-11-25,/coingeek.com/hp,BSV,436684854833.1,557232,2018-11-19 02:29:44.85522+00,f,2018-11-21 15:46:51.35462+00,CG-BSV,12.52204215,2192986,11086,1HZttiVk4HikBAHnpdoV7DHKkD69JQH98o,
2018-12-23,ISBNB5OPSC,BSP,156410277923.5019,561971,2018-12-22 23:31:18.58434+00,f,,ANON-BSP,12.50008192,0,1,1DrNXqCj2B8FKyx66RAWDkiEJhw2yrvhT3,
2018-11-25,/coingeek.com/g1f,BSP,372308021733.4926,558010,2018-11-24 15:24:32.54044+00,f,2018-11-24 16:43:29.94834+00,CG-BSP,12.50012584,0,1,1Ay58vviKUCifNYP5sqbgBeZ1s9AbGhg1f,
2018-12-30,ISBNB5OPSC,BSP,134955704668.05417,562448,2018-12-26 09:32:31.58104+00,f,,ANON-BSP,12.50010306,0,1,1DrNXqCj2B8FKyx66RAWDkiEJhw2yrvhT3,
2018-11-25,/coingeek.com/g1f,BSP,577653475439.3151,557665,2018-11-22 00:23:46.41338+00,f,2018-11-22 01:27:42.96594+00,CG-BSP,12.50075965,7840,1,1BnGdGkB6nWdUnBtCXasxx9wozMcfNvFZX,
2018-12-16,/bmgpool.com/1dk,BSP,185482196154.00497,560545,2018-12-12 21:42:43.0666+00,f,2018-12-12 22:27:00.37558+00,CG-BMG-BSP-MIXUP,12.50022972,0,1,1DkmRkb5iQFkDu4NBysog5bugnsyx7kwtn,
2018-11-25,/bmgpool.com/pTL,BSV,313433558623.9752,557397,2018-11-20 12:19:37.79101+00,f,2018-11-21 15:53:58.14786+00,BMG-BSV,12.50141148,89132,1,1JBR8o7nKkJxaHsewybk447xsZy1jBtcQM,
2018-11-25,/bmgpool.com/pTL,BSP,378911664622.6746,558007,2018-11-24 14:42:43.10424+00,f,2018-11-24 15:38:45.34484+00,BMG-BSP,12.50118087,0,1,14D6RHNyC5MMrDB8pZkgMPX445rHo5Djss,
2018-12-02,/bmgpool.com/sdt,BSP,199352321121.41873,559139,2018-12-02 23:37:36.67549+00,f,,BMG-BSP,12.50042995,0,1,12UEsubEv9AvYzopMZQDUuiE274cN7zdEG,
2018-11-21,/coingeek.com/lk,BSV,574109589086.9266,557555,2018-11-21 06:17:35.67401+00,f,2018-11-21 16:01:26.50021+00,CG-BSV,12.50000000,198,1,1CFvha4qwvVPkct3h82DNhHr6u6F7PZuJk,
2018-12-02,/coingeek.com/g1f,BSP,219171253060.8215,558925,2018-12-01 12:34:01.64131+00,f,2018-12-01 13:14:20.75448+00,CG-BSP,12.51221036,0,1,1QDYkB3uDAcebj3jfLZMQE6rAeV9xApKsV,
2018-12-23,ISBNB5OPSC,BSP,113802042608.03532,561503,2018-12-19 19:27:51.24528+00,f,,ANON-BSP,12.50016662,0,1,1DrNXqCj2B8FKyx66RAWDkiEJhw2yrvhT3,
2018-11-25,/coingeek.com/g1f,BSV,535947209876.7556,557596,2018-11-21 14:14:00.40263+00,f,2018-11-21 16:03:12.52665+00,CG-BSV,12.50034005,13145,1,1QDYkB3uDAcebj3jfLZMQE6rAeV9xApKsV,
2018-11-25,/coingeek.com/lk,BSP,406983871936.1771,558073,2018-11-25 01:32:03.35847+00,f,2018-11-25 02:29:00.82727+00,CG-BSP,12.50000000,0,1,1LV8T2UoU3SYbWuqBvfC4zh9Erg6wj1GQo,
2019-01-01,/bmgpool.com/1dk,BSP,117766310146.60243,563312,2019-01-01 10:44:10.87799+00,f,,CG-BMG-BSP-MIXUP,12.50002528,0,1,1DkmRkb5iQFkDu4NBysog5bugnsyx7kwtn,
2018-11-22,/coingeek.com/hp,BSP,553854685059.9551,557732,2018-11-22 12:39:56.80123+00,f,2018-11-22 13:42:23.01068+00,CG-BSP,12.50000225,0,1,1HyVj7fZiHcwvGkyVuBdHCZHVQdvVtwZvj,
2018-12-09,/bmgpool.com/1dk,BSP,206907279224.41934,559708,2018-12-07 00:37:34.94436+00,f,2018-12-07 01:31:47.37864+00,CG-BMG-BSP-MIXUP,12.50010000,0,1,1DkmRkb5iQFkDu4NBysog5bugnsyx7kwtn,
2018-12-03,/bmgpool.com/sdt,BSP,245752143619.20602,559216,2018-12-03 10:40:24.67557+00,f,2018-12-03 11:38:42.89004+00,BMG-BSP,12.50104342,0,1,12UEsubEv9AvYzopMZQDUuiE274cN7zdEG,
2018-11-25,/coingeek.com/g1f,BSV,445205403313.5629,557239,2018-11-19 03:27:33.63548+00,f,2018-11-21 15:47:19.93887+00,CG-BSV,12.50258498,257913,1347,1BnGdGkB6nWdUnBtCXasxx9wozMcfNvFZX,
2019-01-06,ISBNB5OPSC,BSP,149193628890.8493,564077,2019-01-06 16:28:55.82602+00,f,,ANON-BSP,12.50023645,0,1,1DrNXqCj2B8FKyx66RAWDkiEJhw2yrvhT3,
2019-01-06,ISBNB5OPSC,BSP,158963344715.96585,563637,2019-01-03 14:26:31.58997+00,f,,ANON-BSP,12.50026592,0,1,1DrNXqCj2B8FKyx66RAWDkiEJhw2yrvhT3,
2019-01-11,/coingeek.com/hp,BSP,127053961815.48271,564759,2019-01-11 12:02:47.57324+00,f,,CG-BSP,12.50000698,0,1,1HZttiVk4HikBAHnpdoV7DHKkD69JQH98o,
2018-11-25,/coingeek.com/g1f,BSP,410211346694.411,558087,2018-11-25 04:12:39.79328+00,f,2018-11-25 05:06:14.64803+00,CG-BSP,12.50252073,0,1,1Ay58vviKUCifNYP5sqbgBeZ1s9AbGhg1f,
2018-11-25,/coingeek.com/hp,BSP,528447761551.0994,557786,2018-11-22 23:14:02.9246+00,f,2018-11-22 23:54:01.03478+00,CG-BSP,12.51779085,0,1,1HZttiVk4HikBAHnpdoV7DHKkD69JQH98o,
2018-12-24,37e704oilig3,BSP,165820176750.6781,562157,2018-12-24 05:49:10.7773+00,f,,CG-BSP,12.50246347,0,1,19HV5vbRutKMuanrPqmoHB7zMRjJHKvHa3,
2018-11-25,/coingeek.com/hp,BSP,405545394062.8562,557921,2018-11-24 01:52:23.29162+00,f,2018-11-24 02:40:04.53885+00,CG-BSP,12.50128427,0,1,1HyVj7fZiHcwvGkyVuBdHCZHVQdvVtwZvj,
2018-11-25,/coingeek.com/hp,BSV,533021374607.39105,557528,2018-11-21 02:59:24.96491+00,f,2018-11-21 16:00:18.77656+00,CG-BSV,12.50027908,15916,1,1HZttiVk4HikBAHnpdoV7DHKkD69JQH98o,
2018-12-20,37e704oilig3,BSP,134926643459.31624,561544,2018-12-19 23:45:23.78494+00,f,,CG-BSP,12.50001034,0,1,19HV5vbRutKMuanrPqmoHB7zMRjJHKvHa3,
2018-12-12,/bmgpool.com/1dk,BSP,190952994886.20746,560519,2018-12-12 16:18:43.38413+00,f,2018-12-12 17:31:19.40443+00,CG-BMG-BSP-MIXUP,12.50013498,0,1,1DkmRkb5iQFkDu4NBysog5bugnsyx7kwtn,
2018-12-30,ISBNB5OPSC,BSP,126031281146.51047,562615,2018-12-27 14:18:07.70776+00,f,,ANON-BSP,12.50031347,0,1,1DrNXqCj2B8FKyx66RAWDkiEJhw2yrvhT3,
2019-01-06,/coingeek.com/lk,BSP,136781240973.91644,563202,2018-12-31 16:24:16.00467+00,f,,CG-BSP,12.50259171,0,1,1MNRjZvmz1wySaQQmnyL6AgszZHxfQxW2q,
2018-12-09,/bmgpool.com/1dk,BSP,209569510969.92465,560103,2018-12-09 17:44:57.07811+00,f,2018-12-09 18:33:20.87522+00,CG-BMG-BSP-MIXUP,12.50012782,0,1,1DkmRkb5iQFkDu4NBysog5bugnsyx7kwtn,
2019-01-06,ISBNB5OPSC,BSP,141195605452.7359,563927,2019-01-05 15:00:21.84153+00,f,,ANON-BSP,12.50010374,0,1,1DrNXqCj2B8FKyx66RAWDkiEJhw2yrvhT3,
2018-11-25,/coingeek.com/hp,BSV,475084192273.4086,557309,2018-11-19 13:25:10.7876+00,f,2018-11-21 15:50:49.05926+00,CG-BSV,12.65160119,15001357,78324,14mnwRBbt1UstJzunnepRA41k8iP6iH2x6,
2018-11-26,/coingeek.com/hp,BSP,379346532628.7591,558132,2018-11-25 12:59:49.54431+00,f,2018-11-25 13:40:13.20186+00,CG-BSP,12.50068378,0,1,1HyVj7fZiHcwvGkyVuBdHCZHVQdvVtwZvj,
2018-12-15,ISBNB5OPSC,BSP,129194395434.22824,560954,2018-12-15 21:46:22.27176+00,f,2018-12-15 23:07:16.09871+00,ANON-BSP,12.50232556,0,1,1DrNXqCj2B8FKyx66RAWDkiEJhw2yrvhT3,
2019-01-06,ISBNB5OPSC,BSP,148107446895.3684,563837,2019-01-05 00:57:38.85413+00,f,,ANON-BSP,12.50005170,0,1,1DrNXqCj2B8FKyx66RAWDkiEJhw2yrvhT3,
2019-01-13,dc6tapk2x8ef,BTC,5618595848853.279,558345,2019-01-13 10:58:21.42262+00,f,,CG-BTC,12.51692091,156907,456,1FCMHSWjy6cWPVoKQ5YM7FgY9C2XuMcMQf,
2019-01-08,/coingeek.com/hp,BSP,135904365383.4405,564392,2019-01-08 21:32:19.57864+00,f,,CG-BSP,12.50046377,0,1,1HZttiVk4HikBAHnpdoV7DHKkD69JQH98o,
2018-12-16,/coingeek.com/g1f,BSP,148783911159.543,561058,2018-12-16 15:08:37.24585+00,f,2018-12-16 16:07:36.57566+00,CG-BSP,12.50576780,0,1,1QDYkB3uDAcebj3jfLZMQE6rAeV9xApKsV,
2018-11-25,/coingeek.com/g1f,BSV,411993885122.6731,557493,2018-11-20 21:44:02.06139+00,f,2018-11-21 15:58:37.17576+00,CG-BSV,12.50003693,1951,1,1QDYkB3uDAcebj3jfLZMQE6rAeV9xApKsV,
2019-01-14,/bmgpool.com/1dk,BSP,143073133518.19012,565135,2019-01-14 02:36:45.86493+00,f,,CG-BMG-BSP-MIXUP,12.50005149,0,1,1DkmRkb5iQFkDu4NBysog5bugnsyx7kwtn,
2018-11-25,/coingeek.com/g1f,BSV,539151311851.28217,557574,2018-11-21 10:48:21.11348+00,f,2018-11-21 16:02:30.05709+00,CG-BSV,12.50075404,15209,1,1BnGdGkB6nWdUnBtCXasxx9wozMcfNvFZX,
2018-12-23,ISBNB5OPSC,BSP,146257415275.36777,561274,2018-12-18 02:45:49.41803+00,f,2018-12-18 03:39:50.36705+00,ANON-BSP,12.50032387,0,1,1DrNXqCj2B8FKyx66RAWDkiEJhw2yrvhT3,
2018-11-25,/coingeek.com/hp,BSV,301283609751.84564,557409,2018-11-20 13:34:26.01577+00,f,2018-11-21 15:54:36.30077+00,CG-BSV,12.50062950,36162,1,1HyVj7fZiHcwvGkyVuBdHCZHVQdvVtwZvj,
2018-11-25,/coingeek.com/hp,BSP,424251045231.5075,557897,2018-11-23 20:34:30.6567+00,f,2018-11-23 21:19:05.66706+00,CG-BSP,12.50057762,0,1,1HyVj7fZiHcwvGkyVuBdHCZHVQdvVtwZvj,
2019-01-08,ISBNB5OPSC,BSP,139495141875.93924,564328,2019-01-08 11:42:17.03638+00,f,,ANON-BSP,12.50121751,0,1,1DrNXqCj2B8FKyx66RAWDkiEJhw2yrvhT3,
2018-11-25,/coingeek.com/hp,BSP,373253014899.24976,557944,2018-11-24 05:49:37.43662+00,f,2018-11-24 06:37:21.58113+00,CG-BSP,12.50043371,0,1,1HZttiVk4HikBAHnpdoV7DHKkD69JQH98o,
2019-01-13,/bmgpool.com/1dk,BSP,176393751074.17944,565030,2019-01-13 07:05:34.67579+00,f,,CG-BMG-BSP-MIXUP,12.50054898,0,1,1DkmRkb5iQFkDu4NBysog5bugnsyx7kwtn,
2019-01-06,/coingeek.com/g1f,BSP,152023693993.23215,564061,2019-01-06 13:23:24.80938+00,f,,CG-BSP,12.50126002,0,1,1QDYkB3uDAcebj3jfLZMQE6rAeV9xApKsV,
2018-11-25,/coingeek.com/hp,BSV,508665197350.6626,557525,2018-11-21 02:17:39.84341+00,f,2018-11-21 16:00:10.221+00,CG-BSV,12.50025549,18525,1,1HZttiVk4HikBAHnpdoV7DHKkD69JQH98o,
2019-01-12,dc6tapk2x8ef,BTC,5618595848853.279,558165,2019-01-12 02:36:33.12867+00,f,,CG-BTC,12.52895681,349506,810,1FCMHSWjy6cWPVoKQ5YM7FgY9C2XuMcMQf,
2018-11-25,/coingeek.com/hp,BSP,535532954242.6304,557749,2018-11-22 16:45:48.62383+00,f,2018-11-22 17:47:49.34032+00,CG-BSP,12.50001545,0,1,1HyVj7fZiHcwvGkyVuBdHCZHVQdvVtwZvj,
2018-12-30,/coingeek.com/hp,BSP,135647244521.98334,562839,2018-12-29 01:59:56.75556+00,f,,CG-BSP,12.50000000,0,1,1HZttiVk4HikBAHnpdoV7DHKkD69JQH98o,
2018-12-17,/coingeek.com/hp,BSP,145120122704.16724,561134,2018-12-17 03:48:23.29549+00,f,2018-12-17 04:57:47.5334+00,CG-BSP,12.50010000,0,1,1HZttiVk4HikBAHnpdoV7DHKkD69JQH98o,
2018-11-21,/coingeek.com/hp,BSP,550444552016.7155,557633,2018-11-21 20:23:06.6942+00,f,2018-11-21 20:32:39.8346+00,CG-BSP,12.50054849,10610,1,1HyVj7fZiHcwvGkyVuBdHCZHVQdvVtwZvj,
2019-01-06,/coingeek.com/hp,BSP,127075696298.47163,563211,2018-12-31 18:22:01.02237+00,f,,CG-BSP,12.50000000,0,1,1HZttiVk4HikBAHnpdoV7DHKkD69JQH98o,
2019-01-06,/bmgpool.com/1dk,BSP,155797489143.37518,563817,2019-01-04 21:09:52.66338+00,f,,CG-BMG-BSP-MIXUP,12.50037937,0,1,1DkmRkb5iQFkDu4NBysog5bugnsyx7kwtn,
2018-12-23,/coingeek.com/hp,BSP,125735270452.69371,561689,2018-12-21 01:30:22.21214+00,f,,CG-BSP,12.50054993,0,1,1HZttiVk4HikBAHnpdoV7DHKkD69JQH98o,
2018-12-16,ISBNB5OPSC,BSP,175755263709.87057,560445,2018-12-12 05:33:55.09802+00,f,2018-12-12 06:30:37.32575+00,ANON-BSP,12.51899134,0,1,1DrNXqCj2B8FKyx66RAWDkiEJhw2yrvhT3,
2018-11-25,/coingeek.com/hp,BSV,341772095916.6548,557371,2018-11-20 07:39:36.22093+00,f,2018-11-21 15:52:47.71058+00,CG-BSV,12.52058377,2019445,10488,14mnwRBbt1UstJzunnepRA41k8iP6iH2x6,
2018-11-25,/coingeek.com/hp,BSV,556145955097.8679,557605,2018-11-21 15:26:41.66056+00,f,2018-11-21 16:03:46.8903+00,CG-BSV,12.50121601,24036,1,14mnwRBbt1UstJzunnepRA41k8iP6iH2x6,
2018-11-29,/bmgpool.com/tha,BSP,128448215392.60997,558569,2018-11-29 04:18:09.32741+00,f,2018-11-29 04:55:14.10027+00,BMG-BSP,12.50372147,0,1,1EfamYmWP12gzkD18xRnDnPR9Q1ZvTYBHo,
2018-11-25,/coingeek.com/hp,BSP,458313422038.4056,557864,2018-11-23 13:15:43.99152+00,f,2018-11-23 14:33:24.34922+00,CG-BSP,12.50003850,0,1,1HZttiVk4HikBAHnpdoV7DHKkD69JQH98o,
2018-12-28,/bmgpool.com/1dk,BSP,121238854394.07095,562771,2018-12-28 16:03:19.52658+00,f,,CG-BMG-BSP-MIXUP,12.50344406,0,1,1DkmRkb5iQFkDu4NBysog5bugnsyx7kwtn,
2019-01-16,/bmgpool.com/1dk,BSP,137709234241.88422,565536,2019-01-16 22:38:49.71445+00,f,,CG-BMG-BSP-MIXUP,12.50194225,0,1,1DkmRkb5iQFkDu4NBysog5bugnsyx7kwtn,
2018-11-21,/coingeek.com/g1f,BSP,559866471848.3654,557628,2018-11-21 18:48:00.92321+00,f,2018-11-21 20:23:11.1769+00,CG-BSP,12.50043670,41996,1,1QDYkB3uDAcebj3jfLZMQE6rAeV9xApKsV,
2018-11-25,/coingeek.com/hp,BSP,520413798398.8167,557784,2018-11-22 22:24:20.29545+00,f,2018-11-22 23:39:40.65575+00,CG-BSP,12.50103691,0,1,1HZttiVk4HikBAHnpdoV7DHKkD69JQH98o,
2018-12-30,ISBNB5OPSC,BSP,171450006843.82004,562165,2018-12-24 06:32:24.07144+00,f,,ANON-BSP,12.50144290,0,1,1DrNXqCj2B8FKyx66RAWDkiEJhw2yrvhT3,
2018-11-25,/coingeek.com/hp,BSP,366235632843.36975,558004,2018-11-24 14:11:01.99017+00,f,2018-11-24 15:22:51.8629+00,CG-BSP,12.50046720,0,1,14mnwRBbt1UstJzunnepRA41k8iP6iH2x6,
2018-11-23,/coingeek.com/hp,BSP,501520744775.05054,557839,2018-11-23 08:03:17.64303+00,f,2018-11-23 09:33:00.40112+00,CG-BSP,12.50074560,0,1,14mnwRBbt1UstJzunnepRA41k8iP6iH2x6,
2018-11-25,/coingeek.com/hp,BSP,380936869707.01514,558133,2018-11-25 13:08:54.1895+00,f,2018-11-25 13:42:52.10049+00,CG-BSP,12.50019581,0,1,1HZttiVk4HikBAHnpdoV7DHKkD69JQH98o,
2018-11-25,/coingeek.com/lk,BSV,305812652102.2997,557405,2018-11-20 13:06:34.66067+00,f,2018-11-21 15:54:32.02199+00,CG-BSV,12.50017376,11728,1,1CFvha4qwvVPkct3h82DNhHr6u6F7PZuJk,
2018-11-25,/coingeek.com/hp,BSP,407213871298.67285,558080,2018-11-25 02:43:27.59223+00,f,2018-11-25 03:46:40.53123+00,CG-BSP,12.50045413,0,1,1HyVj7fZiHcwvGkyVuBdHCZHVQdvVtwZvj,
2018-12-16,ISBNB5OPSC,BSP,149766681270.56412,561015,2018-12-16 07:13:11.22532+00,f,2018-12-16 08:03:42.54906+00,ANON-BSP,12.50014588,0,1,1DrNXqCj2B8FKyx66RAWDkiEJhw2yrvhT3,
2019-01-08,ISBNB5OPSC,BSP,139156781135.6722,564406,2019-01-08 23:37:36.01701+00,f,,ANON-BSP,12.50004879,0,1,1DrNXqCj2B8FKyx66RAWDkiEJhw2yrvhT3,
2018-11-25,/coingeek.com/lk,BSV,445629418948.52167,557224,2018-11-19 01:13:30.61537+00,f,2018-11-21 15:46:30.34336+00,CG-BSV,12.55429193,5399731,26620,1MNRjZvmz1wySaQQmnyL6AgszZHxfQxW2q,
2019-01-09,/bmgpool.com/1dk,BSP,140902111730.486,564416,2019-01-09 01:41:28.93639+00,f,,CG-BMG-BSP-MIXUP,12.50003947,0,1,1DkmRkb5iQFkDu4NBysog5bugnsyx7kwtn,
2018-12-23,ISBNB5OPSC,BSP,159129744810.91693,562097,2018-12-23 20:15:55.34012+00,f,,ANON-BSP,12.50004644,0,1,1DrNXqCj2B8FKyx66RAWDkiEJhw2yrvhT3,
2019-01-03,ISBNB5OPSC,BSP,149063075669.4308,563683,2019-01-03 22:42:47.58066+00,f,,ANON-BSP,12.50000000,0,1,1DrNXqCj2B8FKyx66RAWDkiEJhw2yrvhT3,
2018-11-30,0ghas8edxx9w,BTC,6653303141405.96,551988,2018-11-30 00:55:07.64691+00,f,2018-11-30 01:54:10.39185+00,CG-BTC-TEMP,12.58941771,1053985,2202,18bXSCSXiTD3DB3XEz851VpB4ZK49rkprT,
2018-12-16,/coingeek.com/hp,BSP,164508413090.7675,560416,2018-12-12 01:35:06.73202+00,f,2018-12-12 01:49:58.98844+00,CG-BSP,12.50357255,0,1,1HZttiVk4HikBAHnpdoV7DHKkD69JQH98o,
2019-01-13,ISBNB5OPSC,BSP,135069289691.98386,564534,2019-01-09 22:14:14.36104+00,f,,ANON-BSP,12.50017966,0,1,1DrNXqCj2B8FKyx66RAWDkiEJhw2yrvhT3,
2018-11-25,/coingeek.com/g1f,BSP,518276460115.3711,557802,2018-11-23 01:01:09.44698+00,f,2018-11-23 01:45:29.22523+00,CG-BSP,12.50064969,0,1,1BnGdGkB6nWdUnBtCXasxx9wozMcfNvFZX,
2018-12-02,/coingeek.com/hp,BSP,208916932274.97473,558937,2018-12-01 14:47:21.51605+00,f,2018-12-01 15:15:19.45032+00,CG-BSP,12.50715151,0,1,1HZttiVk4HikBAHnpdoV7DHKkD69JQH98o,
2018-12-09,ISBNB5OPSC,BSP,183017354034.401,559990,2018-12-09 00:51:08.02408+00,f,2018-12-09 01:51:58.1089+00,ANON-BSP,12.50001800,0,1,1DrNXqCj2B8FKyx66RAWDkiEJhw2yrvhT3,
2018-11-28,ISBNB5OPSC,BSP,137071359188.3751,558405,2018-11-28 02:50:43.48472+00,f,2018-11-28 03:23:01.95324+00,ANON-BSP,12.50075550,0,1,1DrNXqCj2B8FKyx66RAWDkiEJhw2yrvhT3,
2018-12-09,ISBNB5OPSC,BSP,178505678040.70245,559437,2018-12-05 04:36:28.71796+00,f,2018-12-05 05:10:59.50423+00,ANON-BSP,12.50046956,0,1,1DrNXqCj2B8FKyx66RAWDkiEJhw2yrvhT3,
2018-12-07,/coingeek.com/hp,BSP,208557147688.27832,559716,2018-12-07 02:31:14.76537+00,f,2018-12-07 03:30:31.69161+00,CG-BSP,12.50111710,0,1,1HZttiVk4HikBAHnpdoV7DHKkD69JQH98o,
